gene;cluster
DERL1;1
PKM;1
PERP;1
GLIPR1;1
HDAC3;1
CCNG2;1
ZNF277;1
DDX41;1
MLXIP;1
PBX3;1
ANKRD12;1
SCARB2;1
VLDLR;1
KLF7;1
TMEM9;1
RAI14;1
SUCLG2;1
FAM210A;1
HLA-B;1
NFKBIL1;1
EHD2;1
CHPF;1
UFSP2;1
CD46;1
SCAMP2;1
PDE4DIP;1
IL24;2
AC019172.2;2
ANXA10;2
CD74;2
HLA-DRA;2
PARP16;2
EEF1A2;2
HBEGF;2
VCX;2
HLA-DPA1;2
CEMIP;2
TMEM255B;2
FLT1;2
VCX3B;2
LRRC38;2
FILIP1;2
HLA-DRB1;2
MT1X;2
TEX29;2
NEFL;2
MDK;2
KRT81;2
BCL2A1;2
C19orf33;2
PDLIM1;2
CYSTM1;2
PLAT;2
MT1E;2
NAMPT;2
ABHD17C;2
TNFSF15;2
LINC00958;2
PAGE1;2
VGF;2
GDF15;2
CD7;2
NRIP3;2
NNMT;2
RP11-669N7.2;2
VCX3A;2
HMGN3;2
ISG15;2
PLEK2;2
DMKN;2
CAPG;2
FHL2;2
TFF2;2
NFKBIA;2
IFI6;2
CCDC30;2
CLU;2
PDPN;2
TPO;2
ARL14EPL;2
CTSL;2
SNRNP25;2
NPC1;2
PAPPA;2
LINC01021;2
ZPR1;2
BST2;2
MAGEC2;2
ATP13A3;2
HBE1;2
GRAMD1B;2
TMEM176B;2
NINJ1;2
AJAP1;2
RP11-670E13.6;2
SFRP1;2
GALNT8;2
ALDH2;2
HLA-DMA;2
SLC2A3;2
RBPJ;2
ZNF581;2
PHLDA3;2
PVALB;2
SFR1;2
CMBL;2
FAM210B;2
TEX30;2
SERPINB8;2
GPAT3;2
SLC22A18;2
AKR1B1;2
ZNF880;2
CTSF;2
PROCR;2
C16orf74;2
CMTM8;2
OCIAD2;2
ARID5B;2
EPB41L4A-AS1;2
ARHGAP5;2
STC2;2
TUBB2A;2
IRS2;2
CTSD;2
C16orf45;2
AHCY;2
BARX1;2
FDXR;2
BAG1;2
PEX16;2
ZNF622;2
SAC3D1;2
VAT1L;2
EVA1B;2
NFKBIZ;2
C11orf31;2
ABL2;2
KRT18;2
OSER1;2
OSCAR;2
SELM;2
CREM;2
TRIB3;2
AGRN;2
ARHGAP5-AS1;2
RBCK1;2
SOD2;2
RP11-307P5.1;2
MIR4458HG;2
RP11-49I11.1;2
LAIR2;2
PKIG;2
GMFG;2
JARID2;2
CDA;2
RP11-14N7.2;2
CTSZ;2
THYN1;2
STAT1;2
LIMA1;2
SMIM1;2
PCBD1;2
ETHE1;2
EGFL7;2
IER3;2
CHMP4B;2
CAMK1;2
ZNHIT2;2
LYPD1;2
ZNF655;2
STX3;2
MARCO;2
PI3;2
GLRX3;2
ZMAT3;2
BCYRN1;2
CADM1;2
RUVBL1;2
ADGRE1;2
VAT1;2
FDX1;2
BRMS1;2
TNFAIP3;2
EIF3M;2
FOXP1;2
DDB2;2
CXCL8;2
SHISA4;2
ZFAS1;2
GPS1;2
IL36RN;2
KRT7;2
HRAS;2
RP11-525A16.4;2
NUDT22;2
CD300A;2
IGBP1;2
TTC9C;2
TM7SF3;2
FGF10-AS1;2
TMEM136;2
BBC3;2
FST;2
MAFG;2
GPR87;2
C9orf116;2
LINC01588;2
BIN1;2
HIST1H2AC;2
PVRL4;2
APOA1BP;2
OPTN;2
HIST3H2A;2
TRIP10;2
CHI3L1;2
C15orf48;2
SH2D2A;2
CALB2;2
CTNNA2;2
TMEM132A;2
ACAT1;2
GSN;2
DTNA;2
ACAA2;2
HLA-DPB1;2
KCNMA1;2
MME;3
FN1;3
LINC00704;3
UBE2C;3
ISG20;3
SMC4;3
C4orf3;3
TMSB4X;3
HHIP-AS1;3
IAH1;3
CYR61;3
HHIP;3
CTGF;3
ADGRL4;3
NRP2;3
AXL;3
TRIML2;3
PRSS3;3
LAMA4;3
CITED2;3
LINC01116;3
SMC2;3
CDC42EP3;3
DENND2A;3
PHGDH;3
HJURP;3
CENPH;3
RGS4;3
EPB41L3;3
ZNF22;3
FSTL1;3
RP11-366H4.1;3
C1QL1;3
GAS6;3
ACAT2;3
CLIC4;3
TAOK3;3
GGH;3
CDC42EP1;3
LOXL3;3
PPP3CA;3
NUP37;3
CMTM7;3
ARHGAP22;3
DKK3;3
SNX9;3
BCAP29;3
ADAM9;3
SUDS3;3
RIN2;3
AGAP2-AS1;3
ITGA10;3
PSAT1;3
ESM1;3
PTPRE;3
ARL6IP1;3
SSX1;3
RAB32;3
DECR1;3
SNX7;3
ZFYVE21;3
RP5-1028K7.2;3
RAD21;3
ARL6IP6;3
ASAP1;3
CRNDE;3
EIF1AY;3
FAM216A;3
ACTL6A;3
EBP;3
MT-ND4L;4
CENPW;4
CENPF;4
ATF3;4
BIRC5;4
TSC22D1;4
PTTG1;4
PBK;4
DPYSL3;4
NR4A1;4
LSP1;4
STMN1;4
TRAC;4
TXNRD2;4
CDKN3;4
TPX2;4
CENPK;4
NUSAP1;4
ZFP36;4
SGK1;4
CMSS1;4
H2AFX;4
TFDP1;4
ZWINT;4
DTYMK;4
JUND;4
CLSPN;4
CKLF;4
SNHG25;4
HELLS;4
DNMT1;4
FEN1;4
SNHG19;4
CENPN;4
AC090498.1;4
CALD1;4
CHMP1B;4
TMPO;4
MT-ATP8;4
HNRNPAB;4
TOMM5;4
CCL2;4
PMAIP1;4
ARHGDIB;4
SNHG9;4
SEPW1;4
RHOB;4
VMP1;4
SMIM4;4
HSPA1A;4
HMGB1;4
S100A4;4
TMEM160;4
IRF1;4
COL4A1;4
GMNN;4
H2AFV;4
USP1;4
TYMS;4
HIST1H1E;4
POLE3;4
RP11-386I14.4;4
ANKRD28;4
FABP5;4
DCTPP1;4
DNAJC9;4
CCDC34;4
UBE2S;4
CSTF3;4
TPST1;4
AMOTL2;4
SVIL;4
PRPF4B;4
CTD-3252C9.4;4
SRSF3;4
MT-ND6;4
SLC30A1;4
SMARCD1;4
ATP5G1;4
WDR34;4
DAAM1;4
PARP1;4
SVIP;4
DAP;4
TIMM8B;4
COMMD4;4
ITGAE;4
POLR3K;4
RANBP1;4
ANP32E;4
C20orf27;4
MT-ND5;4
MRPL23;4
PMEPA1;4
CYB5B;4
TRIP13;4
TCF19;4
NOG;4
TSPAN9;4
RRP15;4
ETS2;4
EIF3J;4
LRRC17;4
KIF9;4
NTM;4
SRSF2;4
GPATCH4;4
CTNNAL1;4
IFI27;4
HNRNPM;4
CEBPD;4
CMC2;4
LBH;4
MYBL2;4
PLXNA1;4
RNF220;4
ANAPC15;4
DDX39A;4
POP7;4
SNHG15;4
C19orf48;4
RAD51C;4
TFAM;4
RPA3;4
MTHFD2L;4
PNKD;4
FOXM1;4
PPIF;4
SERPINF1;4
C9orf142;4
HMGN2;4
PRR34-AS1;4
PRNP;4
NASP;4
ZNF428;4
C17orf89;4
ODC1;4
RP11-680F8.1;4
GCSH;4
PXDN;4
CDCA5;4
HSPE1;4
AMD1;4
LSM10;4
PCNA;4
RFC3;4
CENPM;4
SNHG10;4
SFPQ;4
ADI1;4
AC015922.6;4
DLEU1;4
HSPA1B;4
AC004556.1;4
BCL7C;4
SRSF10;4
DHRS2;4
MYEOV;4
BATF3;4
SRSF1;4
COTL1;4
EIF5A;4
SAE1;4
KLHL18;4
PLPP4;4
CMTM3;4
PTX3;4
NOP56;4
SOCS2;4
GLIPR2;4
STK17B;4
PCIF1;4
HIST2H2AC;4
COL4A2;4
APITD1;4
MRPL4;4
ZDHHC6;4
SMAD1;4
RAB30-AS1;4
HIST2H2BE;4
SUN1;4
EXOSC6;4
STRA13;4
ADAR;4
RP11-156K23.3;4
C7orf49;4
RP11-160O5.1;4
E2F1;4
SIGMAR1;4
TIMM10;4
PXMP2;4
ITPA;4
PRR7;4
SSBP4;4
BRD7;4
MRPL1;4
VCL;4
TIMM13;4
CD82;4
FOXD1;4
ATAD5;4
PCGF5;4
LRR1;4
BCL2L11;4
PSMG3;4
PHF19;4
BAG2;4
DDA1;4
HSD17B10;4
G3BP1;4
ATP5J2;4
SRSF7;4
BPGM;4
EBNA1BP2;4
MCAM;4
CCDC69;4
EPC1;4
THUMPD3-AS1;4
GLS;4
KLF6;4
RSRC1;4
PSME2;4
CXCL3;4
AKAP12;4
GTF2H2;4
ISOC2;4
MRPL11;4
CASP8;4
PRKDC;4
ADA;4
MRPS25;4
PCM1;4
MRPL20;4
SIVA1;4
DUSP14;4
FGD5-AS1;4
CHCHD1;4
ZSCAN16-AS1;4
CDCA7;4
DLEU2;4
CNPY2;4
MRPL34;4
SMIM13;4
ATP5I;4
RNASEH1-AS1;4
NOP16;4
GGCT;4
SNRPG;4
